,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,01.Feb,02.Mar
518,13554.83518,1832.182837,2011.890247,1678.425814,1670.06842,12574.55197,12222.5957,13909.23633,14423.09612,12470.96905,12360.6945,15561.4895,17188.9391,17633.05803,15146.62577,9342.640929,11990.08675
522,11498.04258,28407.92125,28654.28267,29453.63497,29599.56974,13874.90235,12143.00452,57894.73491,69403.16576,13801.36023,12118.07012,83162.56606,75618.67762,91095.31511,18221.12534,11244.66664,12645.98123
528,14200.0728,1354.018024,1351.383443,1255.700317,1386.591653,15816.3267,18864.75742,19400.05787,19709.97489,18251.04754,21335.95245,20384.97967,22706.3442,24369.52691,19333.70963,19419.40841,21239.44016
537,1093.772016,18246.75016,714.6420317,668.2602467,5710.170042,1584.24653,1555.179268,1090.974791,1134.818929,1310.329124,1183.686917,1226.838083,1098.898936,1143.952957,922.2453212,1356.548975,1180.762316
540,846.9790721,490.5690413,329.6349603,335.3988094,280.3138399,458.4560497,688.2413529,3350.101322,3944.143126,527.1627075,629.4245196,5072.61434,4292.818776,4990.40902,1115.40704,1708.801293,1095.460913
545,1684.200514,1184.764881,1045.95599,1130.321284,1024.086183,2070.723064,1686.460544,2739.432944,3244.977228,1856.353005,1829.103834,3335.989132,3079.094841,3471.169236,2287.001079,1595.257958,2102.035983
548,4236.036076,2105.121421,1805.235065,1921.342147,1986.961491,4854.360034,7144.29295,139245.5335,463173.39,5120.892492,5714.343033,230313.7649,174293.4336,240833.7323,57446.64058,5355.918294,6910.264136
549,2372.073558,1507.289578,1376.642171,1216.753845,1226.840403,3785.511105,2851.357636,56870.20838,188457.1022,2642.16899,4600.200934,94174.60732,69641.87139,97459.44251,23645.97397,2779.028507,4030.823781
551,9045.423958,5828.079174,7697.297745,6796.084928,5495.988705,9176.44595,11217.75163,22221.61867,53726.07334,8987.519436,11580.4815,27529.51778,19981.27684,28788.89457,15408.39903,6432.456712,12318.57591
558,1485.757923,3082.307863,6698.792026,6172.890276,3374.682543,1925.801936,1830.155554,1730.208335,1211.163467,1868.014253,1474.913324,1624.967122,1835.672393,1851.038201,1657.966892,1522.526924,1306.946773
571,1813.874977,2533.109607,1418.963509,1290.301349,1348.092217,1336.944337,1577.350117,5674.035328,8195.249684,1244.783569,1507.687307,7208.785991,6373.092311,7076.101199,2371.737065,1048.61219,1275.423194
577,32765.31739,7722.656718,6526.059053,6755.19864,7412.036096,28844.21573,34617.50681,25821.94298,25910.75776,29890.77991,33188.66692,14757.2363,16196.60157,16713.52925,32107.08977,32575.72744,36459.23031
584,1980.990622,1250.714595,1124.589647,1304.329108,1070.809861,2525.542811,2693.690156,4706.793744,10883.32169,2543.716726,2470.309991,7935.202895,6180.205281,8446.629377,3512.965518,1963.214802,2374.347141
588,1201.832403,471.7185329,453.9263393,567.6573202,560.7295001,1228.695016,1202.389715,983.0141551,1018.177868,1150.849301,1231.222941,963.9782109,948.8176114,982.1803023,1311.219776,1448.358665,1172.413699
590,3239.395295,2101.042345,1866.061748,1931.832212,1882.471187,3918.493845,3873.294979,5269.003104,11500.08812,3830.460484,3823.429875,7486.312113,6237.413664,6510.097759,4078.128911,3782.959155,4337.626466
592,2837.133621,1534.988915,1555.933546,1540.898201,1382.511045,3119.169662,3192.667967,5762.561446,9539.394789,2950.130237,3320.299501,6560.304506,5381.934704,5910.939319,3004.598493,2795.361513,2499.369618
593,5614.672185,17593.32994,11802.23678,12636.63566,16646.94131,5605.609228,5088.203281,26834.83355,38293.36104,5534.624281,7222.706402,36160.69585,31190.14523,37999.56627,10612.17585,6025.853133,5149.679169
597,7418.734194,7191.912023,9745.914549,5351.50902,9648.561709,8525.033895,8473.125707,32306.35896,52505.29024,9470.218236,8017.307219,50559.59357,37684.16696,46022.13803,7944.98243,7750.322757,6277.869482
603,8767.898901,3641.102051,2712.71803,3079.139561,3527.024452,11246.18838,12047.66004,12923.86197,13710.74003,10096.8304,11062.54406,13853.11669,12313.52381,13848.3324,12689.75337,8589.531758,11059.43548
607,2620.813596,805.4828241,672.5191196,571.9196031,558.2328725,3324.182279,3152.549813,4226.673134,3938.264503,3099.907683,1957.162387,4374.886558,4808.20642,4336.155767,3202.383485,2008.112635,3555.998482
611,1350.996651,740.2582738,607.9937137,689.3702959,800.2687422,2042.365555,1714.200348,3445.848756,6144.860053,1658.091419,1792.544638,5590.169779,4170.632269,5361.058377,2535.384564,1234.731342,1505.624208
615,895.5069227,239.6048736,235.2457278,247.9194478,247.3214015,987.1035449,1050.891708,4375.581349,7091.875272,1099.616478,1132.628767,7276.814189,6046.860385,6621.611038,1624.148111,886.6676648,923.367199
616,334.7156643,1388.383191,3228.392577,2385.35033,1147.718448,520.1228319,526.7765061,498.2488769,353.4231377,575.3905641,476.8803667,550.8405809,672.3410047,594.4801108,438.0138498,382.3658715,242.9553886
617,15356.66991,4306.660314,4048.118919,4808.766698,4235.37604,20416.37153,16747.69448,21914.34501,21969.20119,19634.15894,19616.71166,24900.33975,25646.52894,28037.70301,24008.02491,19538.73015,20023.76411
619,1334.831664,1160.100654,1114.023707,1133.545405,1095.027105,1346.835174,1481.7304,6385.898234,11443.24881,1292.258385,1399.931104,10791.54618,8520.332049,10957.70654,2641.84337,1987.615355,1328.058257
622,5278.523925,5615.199535,6232.442157,6154.723508,6240.315562,5452.544965,6225.458451,13829.35535,28084.7866,5855.235615,5048.237792,19952.47318,12110.33024,18469.11014,7286.057212,5070.960389,5985.722293
623,43450.32521,6505.007708,6157.917941,6696.563978,7071.468972,17652.67215,16997.26743,94832.74061,119132.5728,19307.56299,20518.87045,122692.6134,96880.59194,107885.793,26591.04282,23268.89042,20276.34484
630,2657.824408,71.46522365,159.5388643,48.83861282,88.35696615,2618.612804,2620.123442,3368.63253,2718.52838,2786.071591,2832.237355,2447.567306,2896.626995,3134.326211,2910.638641,2144.819009,2776.911525
634,2932.573661,679.7141435,703.8738754,741.6367204,551.6260879,2998.983256,2870.755968,4386.45994,4822.234247,2629.052078,3562.548114,3729.406061,4445.756374,5295.072323,3428.996937,2900.84967,3698.778239
639,41123.50233,6402.19359,4799.548763,6867.229254,4260.193455,22404.91018,23224.09061,36743.66097,47239.5903,22302.60545,20353.24067,38132.18271,43440.1394,49291.63408,57196.80221,57518.60484,68725.73183
642,32654.16917,8488.602234,9760.006305,11050.05534,7377.827739,37325.00625,43112.31283,29226.55825,24678.5015,40919.65362,42144.40507,21215.04381,22671.80084,21208.43325,38924.79185,36079.16169,42108.07255
643,2000.466633,1217.150674,1175.147714,1247.394323,1145.350418,2075.975372,2359.804029,5077.005682,8509.884911,2273.13567,2356.334627,7399.431323,6561.105866,6222.761626,3073.45789,2403.426824,2197.028979
644,6456.828798,5413.836096,5882.737497,5631.359464,4998.622971,5102.917765,6254.521626,11382.57291,34974.30746,5294.433811,5507.137685,19123.13039,17663.2287,22398.07384,9700.119652,5682.92837,6598.335554
649,122384.7876,63259.653,62293.63871,65627.15327,67126.88853,79017.41674,74492.83905,181955.914,249261.5462,80775.63573,80363.4686,261010.3578,218930.9266,248219.301,103358.2937,75971.27682,75141.93503
652,3297.104064,1803.289195,1873.885671,1712.86194,1583.096621,2979.794497,2636.215071,4583.643823,9548.72135,2669.567853,3035.595065,6726.810441,5780.697353,6184.141451,4200.352036,3037.291482,3131.387135
656,9935.35316,3948.025154,3309.714121,3090.081269,5365.943972,14488.35745,13613.63241,15951.97484,21645.28014,14271.3323,14102.61608,21030.04202,19905.59186,20273.7368,18440.19602,9547.315002,12967.38991
659,18746.14724,3799.910618,3958.48069,3971.498704,4320.622446,20692.92499,18979.02821,17285.56959,18856.78336,18131.20452,18310.27416,15372.71467,14716.27691,15287.7275,21300.67135,20724.76486,25774.29462
660,1749.996533,938.8188212,750.0771557,609.4992425,699.40151,1720.820639,2028.506877,12126.22692,46190.98783,1596.069825,1721.299968,18843.58457,16794.84667,19963.68881,5754.992601,2801.012626,2412.177419
664,2313.672408,5512.555866,5379.162649,4791.305993,5184.981568,2793.039391,2782.954401,6690.823765,8779.969085,2809.169438,2603.282109,8517.309058,7616.299771,9315.114268,3439.440394,2284.674654,2322.628575
