,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,01.Feb,02.Mar
2161,8457.15755,2844.028659,5612.053047,4640.437121,2857.660429,12607.93832,10010.27442,9362.194717,7085.236621,11828.87917,9191.755895,10902.51293,13452.87332,10875.32524,7289.375326,5998.998056,4522.68801
2165,15694.29238,20451.63738,21801.12915,24423.94367,21568.37076,10310.46039,12047.25987,7354.994282,7386.491265,10185.03099,10490.46623,9059.184379,5137.6371,8868.306525,7765.808962,14367.6025,11791.79223
2168,3779.459341,945.9495619,1036.387023,1198.657594,877.1169829,3340.166182,3317.771987,2663.35194,3195.08439,3753.13365,2958.611497,2271.611309,2504.640961,2486.383999,4007.200329,3514.259863,4806.141641
2173,4012.034471,1374.658031,631.5590925,478.7244528,704.0397866,785.1741701,2471.684031,1802.286329,695.1688424,1824.602535,1340.449762,1133.466224,2131.628044,4205.371956,3547.185911,1621.505114,2703.004017
2181,24610.43327,22477.46063,23559.63809,36636.05785,15732.02407,51106.22114,35505.90341,61538.47782,31018.72823,44449.67679,27486.8462,63214.25023,65901.65976,66841.5535,27853.80067,27223.90144,16617.68256
2188,10708.46013,4336.345051,1102.108304,965.894047,1172.079611,1303.962061,6157.206057,4008.439822,1410.341268,4920.518322,5076.329076,2964.284783,5979.855753,11797.05179,10925.06034,4412.18274,6070.337318
2190,6609.417636,6746.521096,8190.828904,9586.788729,6200.348751,26736.5832,19319.59429,15407.94205,11168.45509,19487.71502,10752.46109,20301.55324,19686.43334,14448.6491,11018.92855,10970.36938,6858.425971
2191,2068.061497,1102.742608,1191.141939,919.4340304,717.9405536,3897.124472,3418.943741,3504.982884,2109.356084,3766.716688,2535.994612,3746.573546,4090.434497,3573.943901,1917.982596,1313.410725,1334.927279
2192,28326.5821,9923.433548,9641.097868,10249.50062,10671.48586,35595.85361,34827.96572,24169.49058,24407.91965,27557.21244,34407.26923,20881.91124,21102.85977,19529.24796,29285.81695,37266.92182,31965.68819
2196,6805.254602,2130.410687,2515.526466,2569.251867,2393.915777,6886.751515,6232.956481,6555.334158,9691.044619,6021.707132,8079.123788,8768.837822,7984.664879,7452.061442,8521.894401,7638.577176,8071.257071
2198,1523.501646,1183.705101,1578.428725,1646.825959,1858.583247,2819.303367,3265.126936,2074.264214,1131.469069,2858.991423,2880.0699,1083.665669,1224.787653,1253.579937,1541.460047,1457.850996,1866.242497
2201,6290.282374,3650.957506,700.8234476,955.2153541,1208.032085,2025.525694,4954.829487,3516.569412,1504.620704,3296.256795,4003.864487,2152.229735,2507.335771,5024.47943,8360.612664,4859.552724,5954.74429
2202,10546.32856,8860.475013,31196.98272,19700.4537,10469.60651,13429.93522,10713.48306,19140.14021,11125.24523,13156.19525,7817.39341,26741.7199,26112.63524,23734.96104,7822.284398,8940.578329,5819.374921
2208,1634.634268,109.411568,85.99189071,160.4195808,64.83393048,1635.125161,1815.994084,1447.539178,1494.935359,1761.810732,1687.195799,1118.811907,1254.791371,1639.548146,1801.214717,2019.988553,1997.752138
2209,315.8619735,9.302956923,3.31045527,5.539038719,9.593185086,616.0633218,376.5946199,1154.444718,885.6877269,678.7014929,832.3833867,940.9184466,1639.394079,2079.164864,887.8022248,211.4926177,433.0134472
2211,5802.105718,5532.953353,5496.463825,5297.771014,4269.273128,4095.261193,3881.180247,6619.318464,5683.540052,5574.87065,3944.756393,8445.483293,10942.89661,15015.37973,8613.008023,5057.447515,5798.302969
2218,9491.24973,6296.668618,5742.699184,6252.660174,8300.341108,6532.80849,6510.043801,12705.87453,12590.23406,6267.580909,6458.844205,14628.39802,15574.17143,17569.36493,12185.13798,4407.234762,6104.285828
2221,11686.58182,12875.36985,15266.63598,14274.74655,10625.80926,23540.08762,18552.92132,29464.98443,14690.63807,21052.09307,15114.51558,35320.38143,40183.80448,31989.7938,13403.76171,7124.4077,5852.338199
2223,2137691.096,528781.2132,1280351.867,774348.8581,526677.7372,2148753.087,1584550.188,2310708.018,1373485.701,1727924.435,1020835.483,3120624.465,3529563.426,2836918.673,1242131.619,939244.0382,660693.3778
2225,574.3595511,13.91658268,6.720921723,9.4661356,5.10644282,499.5642047,333.2097218,1269.485119,763.4871786,520.2290729,459.4933294,1877.083378,1276.408331,1980.758647,1304.246947,427.1069839,530.0489539
2227,7646.817553,3560.688043,3376.631429,3687.400649,2910.520674,14048.32061,12404.44838,9541.906552,6249.624621,15173.75044,8806.182652,9365.521122,10112.91386,9022.880622,8373.767821,5453.58419,5349.856698
2231,10869.01413,2850.282938,5796.897801,5459.901805,3136.37385,10612.89394,8757.852572,21557.34448,10085.78124,9967.468521,7329.439735,25975.09078,24875.10005,20158.24691,8211.286527,6053.750919,4728.639367
2236,72209.25805,38546.09008,29678.01521,34997.55229,26428.48554,97370.5738,86979.78171,96311.49767,72139.06113,89819.97741,111678.4128,79601.71373,97309.59063,81704.41094,79666.8536,73408.4475,87303.24565
2237,1148.48075,729.5104976,737.0772899,698.4968975,672.2720566,1256.455815,1255.888905,1014.080747,874.0152911,1231.750082,1150.114825,890.2573011,938.5269907,782.0924662,1226.898166,1136.449067,1086.556309
2238,2680.071205,1776.468349,1397.62946,1738.696498,1971.807304,2916.478839,2307.676391,3086.749431,2382.1388,2736.030264,2133.542086,3387.498605,3018.248694,19446.28994,4726.936687,3416.56362,2895.549838
2239,8689.061491,8054.80221,1714.51669,1374.73597,1807.278522,2806.884791,6876.307553,5161.186896,1885.089262,5229.296571,6755.859429,3207.534752,3615.350458,8314.752119,11123.13408,8699.741409,9731.914295
2240,17233.47436,25023.92954,10679.13762,11069.28014,6336.653846,12567.50228,6221.598958,23668.21759,17119.20549,7792.510126,5867.745079,51998.97968,36345.43778,29861.52803,17974.72469,20664.7172,9147.830761
2242,2286.292923,736.4769092,829.2846575,1015.494356,619.7824106,3113.327077,2771.116124,2319.09052,2230.169272,2734.729824,2939.532912,1757.07505,1831.868632,2303.745166,2525.051383,2431.693608,2928.24938
2244,218450.2376,22434.2406,43067.52653,18797.72338,14786.04615,185702.0188,159920.3967,225839.8849,113376.1844,171748.0734,159198.0687,289945.0006,328770.3407,335375.5684,172408.3467,95035.11302,113960.985
2245,1289.767441,1215.702292,2655.405633,4663.600523,1075.332936,1850.897508,1362.791965,1598.143677,1470.970973,1649.980536,1345.321511,1979.511333,1223.868472,1499.976466,2143.842903,1763.070634,1904.296124
2246,14367.57273,5531.19101,3938.186074,4785.439015,6118.48567,10624.60235,11477.79046,12244.33411,16374.32458,10915.71048,12767.71227,14264.43748,13276.46394,16316.82974,12947.5123,12002.65749,14465.76343
2248,6623.28315,4957.738338,4238.411277,6634.04263,6115.792131,6219.257443,5273.287637,14789.75631,9370.853313,8700.702823,7586.733029,19487.15761,17441.45984,17539.84892,11700.31565,7716.851562,7840.004974
2250,4472.341725,2095.698265,1884.676108,1849.181111,1805.614066,3885.438788,5048.522938,5305.823194,6101.607902,5542.88447,4639.403778,6209.310045,5009.346029,5126.649401,5236.944846,5459.702863,4991.030419
2252,1500.12773,401.9420136,429.5897763,492.8019455,332.6377165,1592.578266,2106.039168,1726.643604,1764.672763,1725.267002,1423.901416,1368.173174,1687.281131,1706.990808,2140.40783,1958.01323,2490.937636
2254,5760.66129,557.2997971,1348.589038,793.3351898,649.675764,8892.332603,7607.899466,6544.170287,2568.796237,7564.659998,5959.112789,6705.88049,8237.480922,6880.058232,4895.668177,3003.36295,2290.855134
2256,3805.042752,1541.284615,1564.277943,1730.256633,1506.520883,5251.486243,5944.786649,4987.388132,4699.585772,4820.875315,5026.539351,3684.223169,3853.549487,5013.004287,5865.61653,5520.495862,6742.336327
2259,14699.60635,22239.15433,22191.21794,25678.97105,19148.8765,35746.10591,29855.58724,43546.65034,23036.80639,33768.90751,24501.42573,55119.27094,67254.50534,49114.36036,19700.74314,12168.25446,9785.492957
2261,1434.798782,476.5674803,635.7790484,636.9410905,324.4875866,2176.976818,2308.407569,1596.647184,1382.33992,2133.955605,2113.655803,1572.460335,1724.851656,1431.473757,1560.290329,1325.943298,1480.206595
2265,5395.679919,13637.8211,3711.563964,2862.649468,5120.795651,2741.357196,2721.43688,6393.39797,8430.086237,2843.555136,1828.459159,11038.40245,9540.431772,11411.36975,3945.316554,2543.020251,2243.404955
2266,4972.412022,3881.28298,4293.571402,6472.701922,3186.031883,5920.991193,4352.097919,9057.106813,4890.461493,5494.66747,3853.457938,11499.2514,11624.32374,11407.62653,6666.942249,3477.509305,3122.830179
2269,15867.43765,1775.721362,2644.763508,2143.653726,2617.716091,7385.145906,6089.822362,8874.383123,4828.005294,7589.068733,7289.983397,11201.44448,14564.33371,19024.45346,20859.45213,5013.553668,13234.52895
2271,3686.781911,2232.425344,1915.139176,1830.627812,2316.799856,3801.920175,3659.58777,3169.994972,3011.760667,3363.410803,3461.42251,3217.178552,3097.117299,30661.72471,6339.506801,3796.272542,4323.873931
2275,788.4360752,244.8087954,178.3184423,185.3967936,120.9672385,496.0157763,364.2295603,673.4496891,369.4032022,430.5032371,355.4291078,700.5694256,897.0006557,503.5833244,1182.136218,522.6413462,488.7875717
2276,16502.61882,1664.584261,1926.714857,2554.301455,1626.75746,20268.83585,18443.04233,15000.50592,13023.98831,18329.29639,17718.44488,9606.939935,10675.8786,14931.09043,15123.56332,23867.0539,24416.17465
2281,7410.360182,830.5900235,784.0138513,1219.812993,713.5824403,9647.30481,9446.972316,7515.956977,6164.361346,9353.422255,8013.282467,3793.835141,4919.722117,7018.920577,7924.802162,10423.33158,11513.0796
2286,5965.55964,2148.988571,3472.28935,2798.775915,2368.234528,6606.886252,2906.118169,12646.86606,4694.235119,3604.656938,2377.823283,16508.29721,18788.22859,9200.99837,4092.154723,2501.404304,2204.890999
2287,642.1811079,12.04357424,10.55984019,7.150140164,9.39349223,560.6335163,416.6604829,2055.240057,1176.77683,674.348656,464.6631628,2143.092467,2231.984891,2422.014497,1049.821804,438.7806313,588.4432359
2291,3314.429974,2244.032475,3082.227279,2866.800323,2778.005518,3871.186857,2920.380002,6423.806544,4305.541317,4063.783697,3258.701849,7694.82963,9795.71945,8337.174135,4575.960276,2526.611133,2809.175536
2292,1155.527788,165.2296501,402.974928,156.1627063,282.4774028,1107.463402,666.6578632,2404.494351,1433.506899,820.2839517,404.943018,2747.662563,5137.976242,1477.097265,629.983082,565.1873028,530.2817912
2298,12336.60347,5363.16332,3043.487778,3266.475975,3574.852934,6008.630961,5755.963472,7145.26951,3637.09694,5811.28231,7459.987392,5710.838023,6138.228039,6560.622187,12468.29109,7140.509549,20325.28255
2303,68126.97007,30702.64782,40720.65097,42486.09579,22489.81707,80048.06009,49860.31406,128402.4823,56614.09337,64372.13733,36254.03258,148432.954,147783.2344,116562.0672,59563.06808,33035.84329,24392.48446
2307,12929.53618,5199.869568,6416.956673,6728.173872,5426.552147,16066.93214,17525.29645,13879.64069,12351.29059,15211.00379,15938.19067,9235.784766,9568.42445,9146.077564,16102.79218,17559.691,16245.05845
2309,6572.062593,3107.99719,4720.870461,5347.586682,2742.350803,9589.837005,4735.983026,15772.14666,9059.457156,7312.277696,4469.116459,23855.57269,21871.79538,15056.90354,8097.089171,4015.34888,3087.053918
2310,855.429452,328.8944563,232.7158073,274.8791797,165.344622,832.010444,965.5854122,977.3536678,977.6828949,752.7518075,803.3353584,967.0940341,1059.89978,1267.178064,1333.886748,916.8574873,1400.013269
2311,2944.474033,312.0198914,387.9086332,447.8439366,280.509559,3998.239324,4146.218034,3255.172862,2533.569017,4301.08779,3882.424601,1931.508318,2428.642665,3435.510138,4325.577391,5271.774551,5040.217552
2313,4100.184928,313.9488251,316.7416471,336.5808313,264.1678402,4073.450911,5356.98109,3653.3024,2826.966835,4155.986913,4472.002838,2107.821415,1995.687219,3478.129182,4606.328398,4897.007606,6701.238098
2321,5057.238741,3249.619418,2826.453603,2845.917497,2594.546534,5669.248433,5288.464737,6680.221137,7127.805155,5818.268342,4708.962406,6568.511241,6817.086276,6156.771272,6992.853947,5102.904555,5414.508481
2326,421.110172,4.67666729,9.28527867,2.897662278,7.184665897,393.3438151,251.1249351,999.9310815,701.7014036,424.662898,305.9332065,1097.14473,1435.082805,1522.52688,958.0932886,282.2016903,442.7013653
2328,2984.741862,1121.110032,973.7553629,1131.531375,1246.953679,2776.959515,3442.702477,3300.635343,3176.287238,3489.120604,4394.560809,2543.195712,2363.434497,2843.16878,3681.739114,2768.139824,3729.328319
2331,1884.785839,8.366649166,3.785073773,2.004696385,0,690.1582219,661.0344103,1646.462736,800.9341907,1043.003717,780.1096302,1558.109012,2417.141341,3111.938384,3545.305352,450.7426482,1323.0643
2333,1956.483866,15.33208042,17.89350987,22.54362924,10.30242013,2665.585665,1610.240739,6907.443935,7486.52891,2869.413731,1527.796648,11903.56293,12209.71297,12458.94662,4996.97228,2330.346036,3398.154609
2334,4248.939927,2267.236494,4295.789981,2449.427724,2112.094289,3831.836943,2497.542566,7176.625119,3894.325902,3349.530771,1897.583584,10641.33182,12019.83849,7131.390298,2921.479977,2133.555037,1718.587391
2335,2675.885907,845.3696686,882.9040185,1118.31266,821.6139712,2965.930208,3178.484193,2942.415846,2604.549286,2771.135696,2589.062349,2169.772359,2311.225216,2762.28599,2167.509181,2404.028488,2841.804966
2338,574.5258889,14.58013139,6.592521647,9.991103907,7.689311514,480.1498757,339.8145582,622.4814535,830.3851128,523.5997127,341.8911458,1322.074025,861.0217505,919.801233,787.8644236,470.8504147,636.2761615
2339,819.1706939,18.08793908,16.24075704,20.12360475,12.3921886,461.2883263,327.6337702,791.4847006,403.0440352,506.7640391,388.4548428,574.5401395,913.7952933,964.0863099,1310.420764,298.7895447,499.3615031
2340,35107.51903,103021.1408,77051.11894,91332.61449,78029.61508,47118.037,54181.76474,39208.89629,27855.02829,43082.58583,38824.15006,23880.88149,29271.16886,32080.83878,32985.89954,44074.54294,42774.20524
2342,4610.074206,389.3640795,444.2161179,646.1057463,422.7714505,5731.090324,7111.023329,3951.979091,3777.368483,7112.24556,6407.797925,2758.36674,3371.423481,4433.125854,6063.177777,7972.950093,9917.678917
2344,3691.090375,609.3517435,469.3600741,581.1475473,661.5702184,4053.697292,6614.483804,3147.174096,4330.712249,3147.842797,4201.166128,1812.854141,1530.252482,1664.681586,3227.284751,3453.745908,3891.101771
2345,213487.9548,64957.30257,162795.5756,96221.80398,65076.86753,285407.6571,209003.2102,301352.2601,180073.8481,229478.5116,135083.9424,405066.9853,462619.4774,378026.8218,172000.017,127867.2975,89853.20445
2350,3746.814677,4109.491843,3360.869961,2818.531202,3096.345988,3972.625347,3016.376984,6956.874845,4608.561415,3087.548032,2384.375331,6745.208923,9395.713292,8453.660742,4270.225901,2935.851633,2441.074839
2351,60711.85275,16127.34125,32946.09811,19437.12208,15069.71843,60251.01705,43417.03054,65120.75265,38123.17667,50005.12866,29027.64799,89202.97335,98441.84955,79510.38255,36123.5437,26307.02324,18656.62347
2354,483.6038169,195.8640257,83.6759688,135.3059138,73.04914547,508.6454279,432.7493106,855.0537189,751.0526282,558.6780896,416.7565479,987.9303751,726.3897363,1224.603825,666.7016855,493.0171503,503.9227854
2355,2026.115665,2493.674987,1555.949552,1232.534467,1461.200399,1955.266312,1904.06736,6526.053162,8623.15122,1616.991213,1817.196002,8790.113603,7068.099933,7309.646596,3072.717724,1951.263663,1838.845165
2356,8205.15682,6033.720529,11399.73293,14026.64806,9320.458539,6680.72849,5601.547114,24360.99809,15308.41996,10236.43018,7152.484141,32150.23723,32314.4394,36130.39986,21302.49774,4661.693607,9783.315111
2360,5753.08655,1610.872217,2130.762191,1334.068563,2334.460493,2778.456862,3820.071319,4960.310736,4245.148464,3404.139681,5431.224603,7690.829525,9200.106,11357.05712,8834.792959,2817.053348,7780.559236
2361,10514.01036,7802.582686,8481.888067,9126.850393,7320.716888,15143.54249,12910.93301,15644.58523,13375.69353,11850.08532,13443.64089,14224.10851,13875.9438,16885.1923,18252.21959,13426.17136,16726.8753
2362,1307.149522,1478.713862,702.1388917,633.4415727,813.7427558,1043.896323,867.9379907,1658.81707,1528.688074,862.2710705,793.8851731,2702.19477,3486.106793,1708.644924,964.0196279,1139.522824,867.1193792
2363,746501.0163,244780.8379,609562.3431,360197.7447,251221.907,1029316.792,758619.9636,1101787.936,649716.568,826674.6611,483927.2334,1490134.666,1686446.656,1351342.475,592781.7042,448989.3571,311894.5765
2364,2545.918978,24.51393679,12.24587139,19.90909073,9.342809889,2324.512137,1761.714494,6833.78929,7086.717081,2407.695082,1361.925454,11290.34954,11754.81491,10938.55538,4986.565722,1947.212491,2902.871363
2367,28001.62046,15495.16818,18114.9371,18184.04968,11321.72037,36050.28645,23306.82895,55153.19103,24341.69517,27908.7187,15912.2972,62927.78225,65855.82763,52164.7979,24948.28981,12745.9398,11331.99704
2368,2000.556584,121.0216828,159.2355905,199.6121859,140.2683049,2251.940436,2196.611734,1822.317423,1866.637334,2188.676438,2050.693451,1607.334513,1440.427642,2015.276297,2029.55918,2641.596764,2973.830957
2371,11041.80053,4058.917546,4606.899654,4288.964067,3152.931383,12769.15193,12837.78274,14713.97166,11407.7661,10766.20693,10194.75902,11725.58496,13447.40789,12508.63353,13530.3508,10864.55062,15081.02007
2372,5290.960677,1797.98333,2966.882145,2290.271864,1414.124584,6964.282095,5934.103013,5467.242205,3811.592329,6243.809424,4872.730426,5653.42987,5922.344051,5619.974552,4499.050568,3606.73724,3704.647733
2373,3297.434574,913.8787491,2113.500648,1461.010975,951.1278286,5430.757818,2420.780335,9426.124635,3793.501741,3468.129961,1841.662626,10759.86199,13652.64927,6193.126723,2606.750121,1606.530372,1577.934119
2377,4123.401513,1467.625879,1779.16105,1975.208376,1609.920314,4610.712496,5955.478125,3756.603375,4190.662012,5225.189278,4223.850391,3123.8613,3095.019621,4129.171651,4838.575448,5216.856576,5845.763739
2379,930.5022314,231.4305057,490.6714558,424.733959,187.4194915,1718.242819,1085.189013,1831.014472,1020.1652,1396.910177,591.89792,2793.748429,3958.013935,1693.76875,1017.254294,950.6178582,603.8833399
2381,1038.548933,74.91091273,41.27079107,63.43649754,52.08633694,1008.019513,849.0152842,2137.287748,2166.923123,1082.192061,844.4985133,3039.453057,3412.396502,2897.572715,1667.757699,985.702042,1246.040069
2383,872.7986099,564.8100774,407.2969604,528.4192586,452.8790075,1169.194151,1249.606516,948.3190719,691.8435409,1093.08163,1110.645289,659.8539185,744.8089488,771.1904194,839.8779188,771.2992001,847.2195887
2388,1642.018264,251.4032473,916.4394352,447.8427503,341.1609689,2571.823355,1464.205678,2699.872234,1519.13685,1709.200843,937.8989982,3608.753618,4167.600699,3391.225495,1126.641749,1143.455782,649.2414293
2389,5289.947067,924.9644997,901.4898124,1204.105906,791.5390247,5814.86909,6437.25538,5377.467916,4319.244272,6939.148086,5680.999313,3554.540436,3768.995173,4818.537025,5716.843722,7171.812894,6795.046626
2390,5351.948185,3991.952695,3086.415237,2157.900598,2598.828102,6288.696152,6073.155245,5449.622726,8292.602803,6046.860408,4593.437567,7976.295397,8017.040357,8835.762033,5137.236633,5110.825622,4468.830414
2395,1394.626363,1103.35637,841.2037356,950.1279396,1054.413887,1342.667228,1538.195096,2047.255431,1773.03557,1494.956806,1299.914757,1594.061009,2007.930521,1933.629032,1528.064631,1481.426231,1906.854692
2396,1965.22409,1879.536811,1950.08927,1798.871123,2932.443311,4076.68467,4653.109335,2618.439947,1271.932733,3683.067122,4315.459,1218.580872,1255.833057,1337.458289,1682.587696,1738.11618,2144.853512
2397,2000.980867,4365.066635,2322.838157,1670.741542,3188.305333,2797.112794,2024.590158,7320.398274,5456.501501,2004.489772,2344.29597,12034.14992,8496.202206,5087.242788,3936.243933,1884.000931,2322.754283
2404,2063.982935,20.49337288,20.19625637,17.57377933,14.3958597,1757.507683,1063.659564,5006.985769,4812.767887,2399.542066,1356.472911,8902.461094,8593.790102,9190.267989,3446.177359,1463.784292,2680.476822
2405,6754.030342,9053.291074,20613.58939,11225.98883,10309.46473,5527.631431,5248.915807,7583.330844,7097.097717,7018.245552,5673.510931,11598.92041,14495.8295,8963.370434,5920.668387,4587.174093,5124.268556
2408,33745.19543,21707.38779,16885.24484,20464.84254,19856.66168,25444.95386,20778.73481,43455.91677,24534.2012,27867.24565,21863.67282,63845.6435,64847.19913,68016.04488,48718.37363,19558.66798,22184.04053
2411,10608.52262,12639.85339,8992.269721,6127.058837,6824.59511,15344.14506,8938.828533,40587.15909,18058.95893,8969.722238,6884.083369,51127.42209,52784.74497,22452.45518,13031.52887,5865.187747,4429.066846
2414,1832.493414,2371.691542,1977.827048,1570.164511,2434.895786,2117.208804,1671.579841,2825.70529,6602.078739,1671.381651,1790.501915,6221.842099,3820.361807,5574.009958,2670.530858,2284.962428,2082.592719
2415,3515.794539,2482.01631,2602.06857,2087.127637,2230.483848,3186.068492,2819.237091,5914.707166,3622.467183,3200.467406,2355.972095,6949.976306,7136.609424,7106.593239,5292.248547,2604.661996,2454.549647
2420,7681.74466,3829.506323,6106.809855,5804.198901,3989.924439,7121.573824,5552.157156,12760.48798,7357.035565,8579.843413,4940.843659,15446.68314,15947.37483,14190.02072,9566.974544,4523.898644,5232.437272
2424,4997.153847,2042.524164,1231.226133,960.5145083,1184.510622,1836.784252,3812.078789,1822.692286,726.0262449,2940.90564,2332.010003,1316.174637,2724.99684,4437.503072,4833.438528,1967.614778,2461.721295
2425,2426.97973,4101.774052,3263.418947,3780.909021,3385.054944,2607.534812,2765.711755,4761.187822,6245.580683,2736.342395,2698.691551,5250.052173,4698.161303,5230.431498,2913.846333,2782.392767,2846.983965
2430,23041.80742,10941.1281,16271.90034,10810.14297,10671.10895,26651.49271,14855.95884,54065.37498,36130.33188,21187.58628,16091.17262,65456.51424,67747.535,52805.23566,32346.76304,13662.12827,18735.4545
2433,15140.51711,21609.95406,20037.19106,10978.48477,3635.873368,11717.4678,8301.399897,32235.37911,27231.17815,12432.7561,4730.731148,87530.17347,74544.87881,48455.68765,5296.372358,25109.77678,6600.270985
2439,4048.655791,1052.072524,1271.662556,1518.773493,1127.020589,2998.984997,4278.505289,3109.306149,3254.679894,3172.81839,2922.426089,3173.016431,2752.602931,3285.662367,2973.925526,4483.489248,4235.72682
2441,1525.91245,228.6368124,353.2887956,36.3745792,90.0315905,530.1775599,690.1367386,2772.004045,3364.931379,991.3219938,768.5366187,4695.679513,6358.881186,5930.062143,1024.601813,830.4402955,864.6673122
2442,4750.901801,15816.48324,9718.527991,14265.32093,13103.50079,5642.855917,6661.432952,5688.575646,5030.311912,5452.067156,4606.911903,4942.687622,5229.947912,4255.89462,4322.293655,4440.76314,5555.8154
2448,16395.43649,10296.54441,11080.62593,11473.08755,7158.787771,19129.79805,12802.72555,35956.37759,19400.77949,21505.85194,10133.02291,55377.32606,57511.04279,46098.60559,27091.94176,6518.801863,9256.195099
2451,42914.20525,20909.72256,49879.71068,37074.39845,25232.71859,95095.49673,68305.13303,115359.8717,65829.0529,83928.41141,60068.6401,182138.6118,173915.8036,137931.0493,43512.22817,29028.72873,21494.79074
2452,8867.856183,27567.25583,7777.227451,5276.256711,4659.55171,10907.66805,6302.149724,18656.58913,16439.1858,8486.094252,4554.989126,44481.52385,28389.78241,15363.2456,7751.875094,5320.484484,4962.203083
2454,8636.187673,3700.987663,3354.860575,2738.70075,2919.622606,10543.86977,7965.789461,7616.422198,6587.97132,8700.741112,10518.13197,7005.782389,7012.979686,5212.516962,9106.343599,8411.843454,8441.272927
2458,1156.512375,138.3854707,692.4058934,274.1616866,117.5002245,1964.544157,1277.73433,2307.979824,1577.221664,1538.813468,727.5340217,3817.8534,4481.483754,2757.873931,899.7760792,513.7623125,407.6127941
2459,4829.415489,2868.338766,3135.41467,3613.853585,4046.884992,6629.494608,5372.079159,9844.847612,9742.757709,7279.268695,6580.924284,10161.71089,10055.23325,11684.54438,7572.640582,8473.643332,7890.055894
2462,2647.396659,1181.328662,1792.184584,1394.963321,1079.613553,3178.811117,2672.914361,3308.586899,2596.049503,3282.853088,2404.326185,5461.525025,4929.531728,3585.535047,2863.011492,2434.27278,2048.50316
2465,3449.504259,4393.669522,12842.76994,14753.24267,3012.120639,11134.53042,6887.408043,7656.831113,5917.312134,8501.64805,5126.287244,4097.036629,5396.368283,3280.552814,5518.326569,5542.728513,5453.043768
2466,14430.36929,2014.696626,2648.794411,1087.497365,2294.377874,5103.590281,5801.485789,6303.231598,5625.292807,4493.360674,3793.76726,11896.32359,20983.79959,17486.89601,16494.4056,4523.647021,6593.688469
2471,3515.830423,9291.655004,8528.595465,7382.811744,8527.985091,3784.884451,4245.566037,5662.260248,6825.461434,3784.304602,4004.901934,6687.889448,5918.954669,7062.385984,4033.192508,3191.286831,3565.044873
2482,262024.0424,44356.05663,171588.5319,91147.73028,43507.41351,202565.1224,125758.6595,252315.1062,166850.7668,159165.8639,84350.40758,399417.5932,475667.3412,319871.6319,97250.32871,67782.981,45570.03513
2485,27658.9898,14329.08117,37822.81062,23695.33923,13711.12344,33409.95873,25244.3071,38067.37189,25767.12861,31814.33604,19354.27362,55342.4631,60032.39141,47512.9674,17799.25921,18394.98395,10282.57861
2489,731.7634754,422.2122524,454.5250105,523.9522142,456.476151,1166.504107,1073.905644,1145.669117,997.8987304,1151.563495,837.4579549,873.9989891,1107.197775,795.8828383,941.2445688,1477.636469,1809.095456
2491,686.4256701,147.6864263,143.02066,145.1382172,134.2420732,467.3378714,415.7031715,520.6756846,455.3571271,654.5060037,469.9207759,649.1070897,1008.27542,2079.723793,1033.185087,434.5569024,719.0749943
2493,39949.94662,97741.95343,68826.68598,91952.70833,83280.26453,34129.63623,53749.26796,43294.65238,38217.0016,38074.46156,35271.78339,33448.87157,38328.64779,28508.50041,31681.96806,38355.09105,38536.91489
2499,2159.070354,212.8961867,342.2984895,476.0489283,171.3428823,2724.675613,3012.692635,2059.848262,1501.771046,2304.472989,2555.712443,1247.187015,1581.600566,1924.741478,2529.937552,3239.665111,3960.897982
2500,106948.8902,30294.28422,31529.43562,26728.50496,22251.16528,69658.15082,53136.79675,74140.11376,37181.13353,65714.99267,39417.46191,90671.76847,88287.4803,94571.44659,74491.83702,46627.81169,50452.23805
2503,11143.40495,4868.806944,4046.628805,4536.207867,3564.510904,12224.36703,13341.99123,11586.80064,9614.34308,11343.14093,10221.63218,8830.325155,10660.67374,10995.14756,11228.27352,13482.73645,13277.16733
2515,2829.692086,2449.126251,5386.612688,8339.433548,2020.784505,3471.756384,3375.778117,3693.445568,2934.58624,4204.990618,3058.476186,3115.815351,3619.869724,2783.239931,2985.729442,3604.37595,3602.212036
2516,1735.760618,5337.256524,2060.113743,1238.496188,1968.313449,1220.289052,1204.482482,2576.565088,3157.649389,1235.643829,665.5506007,4319.332907,4097.893458,4407.527162,1541.650341,1526.759274,965.2641274
2518,1808.633911,1104.612934,1212.95848,748.7155804,802.2696622,1907.737527,1431.783988,2887.130494,1800.567575,1545.230703,1269.718806,4106.644632,3947.39789,2954.996663,2288.248178,1017.610563,1431.005246
2520,3201.089711,3037.718089,3882.832143,4952.50289,2182.834965,2970.316402,3061.8206,4999.628153,5190.11912,3254.827832,2592.248813,5784.064144,6069.58596,4635.992624,3386.284564,2867.629009,2635.492334
2521,7667.144273,8206.509883,6928.100962,5552.458205,4814.75141,6744.316206,6786.921015,10355.65558,9388.810007,8142.319925,6765.075771,20112.3199,20497.29822,14131.97234,7643.901907,10919.0248,6798.28343
2523,4797.91069,2307.604221,1961.804661,1898.783118,2609.933482,5602.099379,6601.99312,6600.633792,5934.719375,6564.573698,5484.221816,6751.51877,7972.739705,5334.243056,5493.174551,4296.582574,4576.142351
2524,78639.96917,31027.96951,74211.01013,58968.81924,38337.94775,97711.86594,82203.9884,78151.99431,60839.85293,89411.65903,70628.59947,93581.52396,104793.8504,87341.9213,61576.13879,53051.97877,46768.69584
